l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed [%],8.32
l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed [%],8.12
l1tex__data_bank_reads.sum.pct_of_peak_sustained_elapsed [%],8.19
l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed [%],8.10
l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed [%],8.22
l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed [%],8.03
l1tex__data_bank_writes.sum.pct_of_peak_sustained_elapsed [%],8.10
l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed [%],23.87
l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed [%],24.46
l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed [%],23.52
l1tex__data_pipe_lsu_wavefronts.sum.pct_of_peak_sustained_elapsed [%],23.87
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,26542477
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed [%],17.04
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,9253531
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed [%],5.94
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed [%],0
l1tex__data_pipe_tex_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0
l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed [%],0
l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed [%],0
l1tex__f_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed [%],9.53
l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed [%],9.65
l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed [%],9.40
l1tex__lsu_writeback_active.sum.pct_of_peak_sustained_elapsed [%],9.53
l1tex__lsu_writeback_active_mem_lgds.sum [cycle],434178
l1tex__lsu_writeback_active_mem_lgds.sum.pct_of_peak_sustained_elapsed [%],0.28
l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed [%],9.55
l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed [%],9.67
l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed [%],9.42
l1tex__lsuin_requests.sum.pct_of_peak_sustained_elapsed [%],9.55
l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed [%],25.13
l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed [%],25.41
l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed [%],24.80
l1tex__m_l1tex2xbar_req_cycles_active.sum.pct_of_peak_sustained_elapsed [%],25.13
l1tex__m_l1tex2xbar_write_bytes.sum [Gbyte],1.11
l1tex__m_l1tex2xbar_write_bytes.sum.pct_of_peak_sustained_elapsed [%],22.21
l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Tbyte/s],1.49
l1tex__m_l1tex2xbar_write_bytes_mem_dshared.sum [Mbyte],33.55
l1tex__m_l1tex2xbar_write_bytes_mem_dshared.sum.pct_of_peak_sustained_elapsed [%],0.67
l1tex__m_l1tex2xbar_write_bytes_mem_dshared.sum.per_second [Gbyte/s],45.23
l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_red.sum [byte],0
l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_red.sum.per_second [byte/s],0
l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_st.sum [byte],0
l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_st.sum.per_second [byte/s],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_atom.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_atom.sum.per_second [sector/s],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_ld.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_ld.sum.per_second [sector/s],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_redas.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_redas.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_redas.sum.per_second [sector/s],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_st.sum [sector],1048576
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_st.sum.pct_of_peak_sustained_elapsed [%],0.67
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_st.sum.per_second [sector/ns],1.41
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_tma_red.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_tma_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_tma_st.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_tma_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_red.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_red.sum.per_second [sector/s],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_st.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_st.sum.per_second [sector/s],0
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum [sector],33554432
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum.pct_of_peak_sustained_elapsed [%],21.54
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum [sector],0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],1.11
l1tex__m_xbar2l1tex_read_bytes.sum.pct_of_peak_sustained_elapsed [%],5.55
l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Tbyte/s],1.49
l1tex__m_xbar2l1tex_read_bytes_mem_dshared.sum [Mbyte],33.55
l1tex__m_xbar2l1tex_read_bytes_mem_dshared.sum.pct_of_peak_sustained_elapsed [%],0.67
l1tex__m_xbar2l1tex_read_bytes_mem_dshared.sum.per_second [Gbyte/s],45.23
l1tex__m_xbar2l1tex_read_bytes_mem_global_op_tma_ld.sum [byte],0
l1tex__m_xbar2l1tex_read_bytes_mem_global_op_tma_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_bytes_mem_global_op_tma_ld.sum.per_second [byte/s],0
l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed [%],5.55
l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed [%],5.59
l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed [%],5.50
l1tex__m_xbar2l1tex_read_sectors.sum.pct_of_peak_sustained_elapsed [%],5.55
l1tex__m_xbar2l1tex_read_sectors_mem_dshared.avg.pct_of_peak_sustained_elapsed [%],0.67
l1tex__m_xbar2l1tex_read_sectors_mem_dshared.max.pct_of_peak_sustained_elapsed [%],0.68
l1tex__m_xbar2l1tex_read_sectors_mem_dshared.min.pct_of_peak_sustained_elapsed [%],0.66
l1tex__m_xbar2l1tex_read_sectors_mem_dshared.sum.pct_of_peak_sustained_elapsed [%],0.67
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_atom.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_atom.sum.per_second [sector/s],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_ld.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_ld.sum.per_second [sector/s],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_redas.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_redas.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_redas.sum.per_second [sector/s],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_st.sum [sector],1048576
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_st.sum.pct_of_peak_sustained_elapsed [%],0.67
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_st.sum.per_second [sector/ns],1.41
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_tma_red.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_tma_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_tma_st.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_tma_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_tma_ld.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_tma_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_tma_ld.sum.per_second [sector/s],0
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum [sector],33554432
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum.pct_of_peak_sustained_elapsed [%],5.39
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum [sector],0
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_bytes_pipe_lsu_mem_global_op_ldgsts_cache_access.sum [Gbyte],1.07
l1tex__t_bytes_pipe_lsu_mem_global_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed [%],1.35
l1tex__t_bytes_pipe_lsu_mem_global_op_ldgsts_cache_access.sum.per_second [Tbyte/s],1.45
l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_ld.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_redas.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_redas.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_st.sum,524288
l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_st.sum.pct_of_peak_sustained_elapsed [%],0.34
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum,2097172
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed [%],1.35
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum,2097366
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed [%],1.35
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum,0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum,0
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_dshared_op_atom.sum,0
l1tex__t_requests_pipe_lsu_mem_dshared_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_dshared_op_ld.sum,0
l1tex__t_requests_pipe_lsu_mem_dshared_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_dshared_op_redas.sum,0
l1tex__t_requests_pipe_lsu_mem_dshared_op_redas.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_dshared_op_st.sum,524288
l1tex__t_requests_pipe_lsu_mem_dshared_op_st.sum.pct_of_peak_sustained_elapsed [%],0.34
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum,0
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,2097152
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed [%],1.35
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum,0
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum,2097152
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed [%],1.35
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum,0
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum,0
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum,0
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum,0
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum,0
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum,0
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_requests_pipe_tex_mem_texture.sum,0
l1tex__t_requests_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__t_sector_hit_rate.pct [%],0
l1tex__t_sector_pipe_lsu_mem_global_op_atom_hit_rate.pct [%],0
l1tex__t_sector_pipe_lsu_mem_global_op_ld_hit_rate.pct [%],0
l1tex__t_sector_pipe_lsu_mem_global_op_red_hit_rate.pct [%],0
l1tex__t_sector_pipe_lsu_mem_global_op_st_hit_rate.pct [%],0
l1tex__t_sector_pipe_lsu_mem_local_op_ld_hit_rate.pct [%],0
l1tex__t_sector_pipe_lsu_mem_local_op_st_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_surface_op_atom_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_surface_op_ld_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_surface_op_red_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_surface_op_st_hit_rate.pct [%],0
l1tex__t_sector_pipe_tex_mem_texture_op_tex_hit_rate.pct [%],0
l1tex__t_sectors_pipe_lsu_mem_dshared_op_ld.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_dshared_op_ld_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_dshared_op_redas.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_dshared_op_redas_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_dshared_op_st.sum [sector],1048576
l1tex__t_sectors_pipe_lsu_mem_dshared_op_st_lookup_miss.sum [sector],1048576
l1tex__t_sectors_pipe_lsu_mem_global_op_atom.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum [sector],33554432
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_miss.sum [sector],33554432
l1tex__t_sectors_pipe_lsu_mem_global_op_red.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_st.sum [sector],33554432
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_miss.sum [sector],33554432
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_red.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_st.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_miss.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_texture.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_hit.sum [sector],0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_miss.sum [sector],0
l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0
l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed [%],0
l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed [%],0
l1tex__tex_writeback_active.sum [cycle],0
l1tex__tex_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0
l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00
l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.00
l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.00
l1tex__texin_sm2tex_req_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00
l1tex__throughput.avg.pct_of_peak_sustained_active [%],25.34
l1tex__throughput.avg.pct_of_peak_sustained_elapsed [%],25.13
l1tex__throughput.max.pct_of_peak_sustained_active [%],25.62
l1tex__throughput.max.pct_of_peak_sustained_elapsed [%],25.41
l1tex__throughput.min.pct_of_peak_sustained_active [%],25.01
l1tex__throughput.min.pct_of_peak_sustained_elapsed [%],24.80
l1tex__throughput.sum.pct_of_peak_sustained_active [%],25.34
l1tex__throughput.sum.pct_of_peak_sustained_elapsed [%],25.13
l1tex__tmain_requests.avg.pct_of_peak_sustained_elapsed [%],0
l1tex__tmain_requests.max.pct_of_peak_sustained_elapsed [%],0
l1tex__tmain_requests.min.pct_of_peak_sustained_elapsed [%],0
l1tex__tmain_requests.sum.pct_of_peak_sustained_elapsed [%],0
launch__barrier_count,1
launch__block_dim_x [block],256
launch__block_dim_y [block],1
launch__block_dim_z [block],1
launch__block_size,256
launch__cluster_dim_x,1
launch__cluster_dim_y,2
launch__cluster_dim_z,1
launch__cluster_max_active [cluster],132
launch__cluster_max_potential_size [block],16
launch__cluster_scheduling_policy,PolicySpread
launch__cluster_size,2
launch__context_id,1
launch__device_id,0
launch__func_cache_config,CachePreferNone
launch__function_pcs,1
launch__grid_dim_x,16384
launch__grid_dim_y,2
launch__grid_dim_z,1
launch__grid_size,32768
launch__kernel_name,{1}
launch__occupancy_cluster_gpu_pct [%],1.56
launch__occupancy_cluster_pct [%],6.25
launch__occupancy_limit_barriers [block],32
launch__occupancy_limit_blocks [block],32
launch__occupancy_limit_registers [block],2
launch__occupancy_limit_shared_mem [block],3
launch__occupancy_limit_warps [block],8
launch__occupancy_per_barrier_count,784 {65}
launch__occupancy_per_block_size,575 {65}
launch__occupancy_per_cluster_size,825 {132}
launch__occupancy_per_register_count,3736 {257}
launch__occupancy_per_shared_mem_size,4704 {456}
launch__registers_per_thread [register/thread],86
launch__registers_per_thread_allocated [register/thread],88
launch__shared_mem_config_size [Kbyte],135.17
launch__shared_mem_per_block [Kbyte/block],33.94
launch__shared_mem_per_block_allocated [Kbyte/block],34.05
launch__shared_mem_per_block_driver [Kbyte/block],1.02
launch__shared_mem_per_block_dynamic [Kbyte/block],32.91
launch__shared_mem_per_block_static [byte/block],0
launch__sm_count [SM],132
launch__stack_size,1024
launch__stream_id,7
launch__thread_count [thread],8388608
launch__tpc_count,66
launch__tpc_enabled,all
launch__uses_cdp,0
launch__uses_green_context,0
launch__uses_mps,0
launch__uses_vgpu,0
launch__waves_per_multiprocessor,62.06
lrc__average_ilc_input_sector_compression_rate.ratio,1.00
lrc__average_ilc_input_sector_success_rate.pct [%],0
lrc__average_ilc_output_sector_compression_achieved_rate.pct [%],0
lrc__average_xbar2gpc_sectors_op_read.ratio,1.00
lrc__ilc_input_sectors.sum [sector],33554530
lrc__ilc_input_sectors.sum.pct_of_peak_sustained_elapsed [%],33.10
lrc__ilc_input_sectors.sum.per_second [sector/ns],45.23
lrc__lts2lrc_sectors_op_read.sum [sector],33558944
lrc__lts2lrc_sectors_op_read.sum.pct_of_peak_sustained_elapsed [%],16.55
lrc__lts2lrc_sectors_op_read.sum.per_second [sector/ns],45.24
lrc__xbar2gpc_sectors_op_read.sum [sector],33558960
lrc__xbar2gpc_sectors_op_read.sum.pct_of_peak_sustained_elapsed [%],0.92
lrc__xbar2gpc_sectors_op_read.sum.per_second [sector/ns],45.24
lts__average_gcomp_input_sector_success_rate.pct [%],0
lts__average_gcomp_output_sector_compression_achieved_rate.ratio,0
lts__cycles_active.avg [cycle],1265718.62
lts__cycles_active.max [cycle],1267257
lts__cycles_active.min [cycle],1264882
lts__cycles_active.sum [cycle],101257490
lts__cycles_elapsed.avg [cycle],1267180
lts__cycles_elapsed.max [cycle],1267180
lts__cycles_elapsed.min [cycle],1267180
lts__cycles_elapsed.sum [cycle],101374400
lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
lts__d_atomic_input_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
lts__d_sectors.avg.pct_of_peak_sustained_elapsed [%],45.37
lts__d_sectors.max.pct_of_peak_sustained_elapsed [%],45.39
lts__d_sectors.min.pct_of_peak_sustained_elapsed [%],45.34
lts__d_sectors.sum.pct_of_peak_sustained_elapsed [%],45.37
lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed [%],33.10
lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed [%],33.10
lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed [%],33.10
lts__d_sectors_fill_device.sum.pct_of_peak_sustained_elapsed [%],33.10
lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed [%],0
lts__d_sectors_fill_sysmem.max.pct_of_peak_sustained_elapsed [%],0
lts__d_sectors_fill_sysmem.min.pct_of_peak_sustained_elapsed [%],0
