sm__instruction_throughput.max.pct_of_peak_sustained_active [%],28.39
sm__instruction_throughput.min.pct_of_peak_sustained_active [%],27.75
sm__instruction_throughput.sum.pct_of_peak_sustained_active [%],28.04
sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0
sm__issue_active.avg.pct_of_peak_sustained_elapsed [%],27.81
sm__issue_active.max.pct_of_peak_sustained_elapsed [%],28.15
sm__issue_active.min.pct_of_peak_sustained_elapsed [%],27.52
sm__issue_active.sum.pct_of_peak_sustained_elapsed [%],27.81
sm__maximum_warps_avg_per_active_cycle [warp],16
sm__maximum_warps_per_active_cycle_pct [%],25
sm__memory_throughput.avg.pct_of_peak_sustained_elapsed [%],12.63
sm__memory_throughput.max.pct_of_peak_sustained_elapsed [%],13.04
sm__memory_throughput.min.pct_of_peak_sustained_elapsed [%],12.29
sm__memory_throughput.sum.pct_of_peak_sustained_elapsed [%],12.63
sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0
sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed [%],2.63
sm__mio2rf_writeback_active.max.pct_of_peak_sustained_elapsed [%],2.68
sm__mio2rf_writeback_active.min.pct_of_peak_sustained_elapsed [%],2.61
sm__mio2rf_writeback_active.sum.pct_of_peak_sustained_elapsed [%],2.63
sm__mio_inst_issued.avg.pct_of_peak_sustained_elapsed [%],6.70
sm__mio_inst_issued.max.pct_of_peak_sustained_elapsed [%],6.85
sm__mio_inst_issued.min.pct_of_peak_sustained_elapsed [%],6.53
sm__mio_inst_issued.sum.pct_of_peak_sustained_elapsed [%],6.70
sm__mio_pq_read_cycles_active.avg.pct_of_peak_sustained_elapsed [%],12.63
sm__mio_pq_read_cycles_active.max.pct_of_peak_sustained_elapsed [%],13.04
sm__mio_pq_read_cycles_active.min.pct_of_peak_sustained_elapsed [%],12.29
sm__mio_pq_read_cycles_active.sum.pct_of_peak_sustained_elapsed [%],12.63
sm__mio_pq_write_cycles_active.avg.pct_of_peak_sustained_elapsed [%],12.63
sm__mio_pq_write_cycles_active.max.pct_of_peak_sustained_elapsed [%],13.00
sm__mio_pq_write_cycles_active.min.pct_of_peak_sustained_elapsed [%],12.29
sm__mio_pq_write_cycles_active.sum.pct_of_peak_sustained_elapsed [%],12.63
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active [%],14.42
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed [%],14.30
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_active [%],14.60
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_elapsed [%],14.48
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_active [%],14.21
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_elapsed [%],14.09
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_active [%],14.42
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_elapsed [%],14.30
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active [%],11.62
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],11.53
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_active [%],11.75
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_elapsed [%],11.65
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_active [%],11.52
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_elapsed [%],11.42
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_active [%],11.62
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],11.53
sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed [%],10.79
sm__pipe_fmaheavy_cycles_active.max.pct_of_peak_sustained_elapsed [%],10.95
sm__pipe_fmaheavy_cycles_active.min.pct_of_peak_sustained_elapsed [%],10.65
sm__pipe_fmaheavy_cycles_active.sum.pct_of_peak_sustained_elapsed [%],10.79
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_active [%],0
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_active [%],0
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_active [%],0.68
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.68
sm__pipe_shared_cycles_active.max.pct_of_peak_sustained_active [%],0.78
sm__pipe_shared_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.77
sm__pipe_shared_cycles_active.min.pct_of_peak_sustained_active [%],0.58
sm__pipe_shared_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.57
sm__pipe_shared_cycles_active.sum.pct_of_peak_sustained_active [%],0.68
sm__pipe_shared_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.68
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_active [%],0.68
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.68
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_active [%],0.78
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.77
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_active [%],0.58
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.57
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_active [%],0.68
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.68
sm__pipe_tensor_op_dmma_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_dmma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tensor_op_dmma_cycles_active.max.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_dmma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tensor_op_dmma_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_dmma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tensor_op_dmma_cycles_active.sum.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_dmma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active [%],0.68
sm__pipe_tensor_op_hmma_cycles_active.max.pct_of_peak_sustained_active [%],0.78
sm__pipe_tensor_op_hmma_cycles_active.min.pct_of_peak_sustained_active [%],0.58
sm__pipe_tensor_op_hmma_cycles_active.sum.pct_of_peak_sustained_active [%],0.68
sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_imma_cycles_active.max.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_imma_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_op_imma_cycles_active.sum.pct_of_peak_sustained_active [%],0
sm__pipe_tensor_type_hmma_hgmma_qgmma_imma_igmma_bmma_bgmma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.23
sm__pipe_tensor_type_hmma_hgmma_qgmma_imma_igmma_bmma_bgmma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.32
sm__pipe_tensor_type_hmma_hgmma_qgmma_imma_igmma_bmma_bgmma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.13
sm__pipe_tensor_type_hmma_hgmma_qgmma_imma_igmma_bmma_bgmma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.23
sm__pipe_tma_cycles_active.avg.pct_of_peak_sustained_active [%],0
sm__pipe_tma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tma_cycles_active.max.pct_of_peak_sustained_active [%],0
sm__pipe_tma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tma_cycles_active.min.pct_of_peak_sustained_active [%],0
sm__pipe_tma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
sm__pipe_tma_cycles_active.sum.pct_of_peak_sustained_active [%],0
sm__pipe_tma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
sm__sass_inst_executed_op_ldgsts_cache_access.sum [inst],2097152
sm__sass_inst_executed_op_ldgsts_cache_bypass.sum [inst],0
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum [byte],0
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed [%],0
sm__sass_l1tex_m_xbar2l1tex_read_bytes_mem_global_op_ldgsts_cache_bypass.sum.per_second [byte/s],0
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum,2097152
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts.sum.pct_of_peak_sustained_elapsed [%],1.35
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_access.sum,2097152
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum,0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum [sector],33554432
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed [%],1.35
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum [sector],0
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed [%],0
sm__sass_thread_inst_executed_op_dfma_pred_on.avg.peak_sustained [inst/cycle],2
sm__sass_thread_inst_executed_op_dfma_pred_on.max.peak_sustained [inst/cycle],2
sm__sass_thread_inst_executed_op_dfma_pred_on.min.peak_sustained [inst/cycle],2
sm__sass_thread_inst_executed_op_dfma_pred_on.sum.peak_sustained [inst/cycle],264
sm__sass_thread_inst_executed_op_ffma_pred_on.avg.peak_sustained [inst/cycle],128
sm__sass_thread_inst_executed_op_ffma_pred_on.max.peak_sustained [inst/cycle],128
sm__sass_thread_inst_executed_op_ffma_pred_on.min.peak_sustained [inst/cycle],128
sm__sass_thread_inst_executed_op_ffma_pred_on.sum.peak_sustained [inst/cycle],16896
sm__throughput.max.pct_of_peak_sustained_elapsed [%],28.15
sm__throughput.min.pct_of_peak_sustained_elapsed [%],27.52
sm__throughput.sum.pct_of_peak_sustained_elapsed [%],27.81
sm__warps_active.avg.pct_of_peak_sustained_active [%],23.87
sm__warps_active.avg.per_cycle_active [warp],15.27
sm__warps_active.max.pct_of_peak_sustained_active [%],24.05
sm__warps_active.max.per_cycle_active [warp],15.39
sm__warps_active.min.pct_of_peak_sustained_active [%],23.69
sm__warps_active.min.per_cycle_active [warp],15.16
sm__warps_active.sum.pct_of_peak_sustained_active [%],23.87
sm__warps_active.sum.per_cycle_active [warp],2016.21
smsp__average_warp_latency_per_inst_issued.ratio [cycle],13.63
smsp__average_warps_active_per_inst_executed.ratio [cycle],13.85
smsp__average_warps_issue_stalled_barrier_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_branch_resolving_per_issue_active.ratio [inst],0.66
smsp__average_warps_issue_stalled_dispatch_stall_per_issue_active.ratio [inst],0.04
smsp__average_warps_issue_stalled_drain_per_issue_active.ratio [inst],0.83
smsp__average_warps_issue_stalled_gmma_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_imc_miss_per_issue_active.ratio [inst],0.00
smsp__average_warps_issue_stalled_lg_throttle_per_issue_active.ratio [inst],0.02
smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.ratio [inst],5.78
smsp__average_warps_issue_stalled_math_pipe_throttle_per_issue_active.ratio [inst],0.11
smsp__average_warps_issue_stalled_membar_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.ratio [inst],0.50
smsp__average_warps_issue_stalled_misc_per_issue_active.ratio [inst],0.01
smsp__average_warps_issue_stalled_no_instruction_per_issue_active.ratio [inst],0.13
smsp__average_warps_issue_stalled_not_selected_per_issue_active.ratio [inst],0.56
smsp__average_warps_issue_stalled_selected_per_issue_active.ratio [inst],1.00
smsp__average_warps_issue_stalled_short_scoreboard_per_issue_active.ratio [inst],1.47
smsp__average_warps_issue_stalled_sleeping_per_issue_active.ratio [inst],1.11
smsp__average_warps_issue_stalled_tex_throttle_per_issue_active.ratio [inst],0
smsp__average_warps_issue_stalled_wait_per_issue_active.ratio [inst],1.41
smsp__branch_targets_threads_divergent [branches],786432 {24}
smsp__cycles_elapsed.avg.per_second [Ghz],1.59
smsp__cycles_elapsed.max.per_second [Ghz],1.59
smsp__cycles_elapsed.min.per_second [Ghz],1.59
smsp__cycles_elapsed.sum [cycle],623082760
smsp__cycles_elapsed.sum.per_second [Ghz],839.90
smsp__imc_request_hit_rate.pct [%],99.73
smsp__imc_requests.sum [cycle],786432
smsp__imc_requests.sum.pct_of_peak_sustained_elapsed [%],0.13
smsp__inst_executed.avg [inst],322959.55
smsp__inst_executed.max [inst],327618
smsp__inst_executed.min [inst],318236
smsp__inst_executed.sum [inst],170522642
smsp__inst_executed_op_branch.avg [inst],21373.21
smsp__inst_executed_op_branch.max [inst],22968
smsp__inst_executed_op_branch.min [inst],19655
smsp__inst_executed_op_branch.sum [inst],11285055
smsp__inst_executed_op_generic_atom_dot_alu.sum [inst],0
smsp__inst_executed_op_generic_atom_dot_alu.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_generic_atom_dot_cas.sum [inst],0
smsp__inst_executed_op_generic_atom_dot_cas.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_global_red.sum [inst],0
smsp__inst_executed_op_global_red.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_ldgsts.sum [inst],2097152
smsp__inst_executed_op_ldgsts.sum.pct_of_peak_sustained_elapsed [%],0.34
smsp__inst_executed_op_ldsm.sum [inst],0
smsp__inst_executed_op_ldsm.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_shared_atom.sum [inst],0
smsp__inst_executed_op_shared_atom.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_shared_stsm.sum [inst],0
smsp__inst_executed_op_shared_stsm.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_atom_dot_alu.sum [inst],0
smsp__inst_executed_op_surface_atom_dot_alu.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_atom_dot_cas.sum [inst],0
smsp__inst_executed_op_surface_atom_dot_cas.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_ld.sum [inst],0
smsp__inst_executed_op_surface_ld.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_red.sum [inst],0
smsp__inst_executed_op_surface_red.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_surface_st.sum [inst],0
smsp__inst_executed_op_surface_st.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_texture.sum [inst],0
smsp__inst_executed_op_texture.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_tma_ld.sum [inst],0
smsp__inst_executed_op_tma_ld.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_executed_op_tma_st.sum [inst],0
smsp__inst_executed_op_tma_st.sum.pct_of_peak_sustained_elapsed [%],0
smsp__inst_issued.avg [inst],328123.92
smsp__inst_issued.max [inst],332794
smsp__inst_issued.min [inst],324607
smsp__inst_issued.sum [inst],173249430
smsp__issue_active.avg.pct_of_peak_sustained_active [%],27.95
smsp__issue_active.avg.per_cycle_active,0.28
smsp__issue_active.max.pct_of_peak_sustained_active [%],28.35
smsp__issue_active.max.per_cycle_active,0.28
smsp__issue_active.min.pct_of_peak_sustained_active [%],27.65
smsp__issue_active.min.per_cycle_active,0.28
smsp__issue_active.sum.pct_of_peak_sustained_active [%],27.95
smsp__issue_active.sum.per_cycle_active,147.59
smsp__issue_inst0.avg.pct_of_peak_sustained_active [%],72.05
smsp__issue_inst0.max.pct_of_peak_sustained_active [%],71.92
smsp__issue_inst0.min.pct_of_peak_sustained_active [%],72.09
smsp__issue_inst0.sum.pct_of_peak_sustained_active [%],72.05
smsp__maximum_warps_avg_per_active_cycle [warp],4
smsp__pcsamp_aggregated_passes [pass],2
smsp__pcsamp_buffer_size_bytes [Mbyte],33.55
smsp__pcsamp_dropped_bytes [byte],0
smsp__pcsamp_interval,6
smsp__pcsamp_interval_cycles [cycle],2048
smsp__pcsamp_sample_count,75595 {888}
smsp__pcsamp_warps_issue_stalled_barrier [warp],0 {888}
smsp__pcsamp_warps_issue_stalled_barrier_not_issued [warp],0 {888}
smsp__pcsamp_warps_issue_stalled_branch_resolving [branches],3647 {888}
smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued [branches],2890 {888}
smsp__pcsamp_warps_issue_stalled_dispatch_stall [warp],219 {888}
smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued [warp],14 {888}
smsp__pcsamp_warps_issue_stalled_drain [warp],5109 {888}
smsp__pcsamp_warps_issue_stalled_drain_not_issued [warp],4771 {888}
smsp__pcsamp_warps_issue_stalled_imc_miss [warp],6 {888}
smsp__pcsamp_warps_issue_stalled_imc_miss_not_issued [warp],6 {888}
smsp__pcsamp_warps_issue_stalled_lg_throttle [warp],95 {888}
smsp__pcsamp_warps_issue_stalled_lg_throttle_not_issued [warp],88 {888}
smsp__pcsamp_warps_issue_stalled_long_scoreboard [warp],29618 {888}
smsp__pcsamp_warps_issue_stalled_long_scoreboard_not_issued [warp],23209 {888}
smsp__pcsamp_warps_issue_stalled_math_pipe_throttle [warp],610 {888}
smsp__pcsamp_warps_issue_stalled_math_pipe_throttle_not_issued [warp],239 {888}
smsp__pcsamp_warps_issue_stalled_membar [warp],0 {888}
smsp__pcsamp_warps_issue_stalled_membar_not_issued [warp],0 {888}
smsp__pcsamp_warps_issue_stalled_mio_throttle [warp],2915 {888}
smsp__pcsamp_warps_issue_stalled_mio_throttle_not_issued [warp],2455 {888}
smsp__pcsamp_warps_issue_stalled_misc [warp],65 {888}
smsp__pcsamp_warps_issue_stalled_misc_not_issued [warp],54 {888}
smsp__pcsamp_warps_issue_stalled_no_instructions [inst],716 {888}
smsp__pcsamp_warps_issue_stalled_no_instructions_not_issued [inst],557 {888}
smsp__pcsamp_warps_issue_stalled_not_selected [warp],3113 {888}
smsp__pcsamp_warps_issue_stalled_not_selected_not_issued [warp],0 {888}
smsp__pcsamp_warps_issue_stalled_selected [warp],5750 {888}
smsp__pcsamp_warps_issue_stalled_selected_not_issued [warp],0 {888}
smsp__pcsamp_warps_issue_stalled_short_scoreboard [warp],8617 {888}
smsp__pcsamp_warps_issue_stalled_short_scoreboard_not_issued [warp],6979 {888}
smsp__pcsamp_warps_issue_stalled_sleeping [warp],6832 {888}
smsp__pcsamp_warps_issue_stalled_sleeping_not_issued [warp],6001 {888}
smsp__pcsamp_warps_issue_stalled_tex_throttle [warp],0 {888}
smsp__pcsamp_warps_issue_stalled_tex_throttle_not_issued [warp],0 {888}
smsp__pcsamp_warps_issue_stalled_wait [warp],8283 {888}
smsp__pcsamp_warps_issue_stalled_wait_not_issued [warp],6698 {888}
smsp__pcsamp_warps_issue_stalled_warpgroup_arrive [warp],0 {888}
smsp__pcsamp_warps_issue_stalled_warpgroup_arrive_not_issued [warp],0 {888}
smsp__sass_average_branch_targets_threads_uniform.pct [%],84.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.max_rate [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.ratio [byte/sector],0
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.max_rate [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.ratio [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_local_op_ld.max_rate [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_local_op_ld.ratio [byte/sector],0
smsp__sass_average_data_bytes_per_sector_mem_local_op_st.max_rate [byte/sector],32
smsp__sass_average_data_bytes_per_sector_mem_local_op_st.ratio [byte/sector],0
smsp__sass_branch_targets_threads_divergent.avg,1489.45
smsp__sass_branch_targets_threads_divergent.max,98304
smsp__sass_branch_targets_threads_divergent.min,0
smsp__sass_branch_targets_threads_divergent.sum,786432
smsp__sass_inst_executed_memdesc_explicit_evict_type,0 {16}
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_first [inst],0 {16}
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_last [inst],0 {16}
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_normal [inst],0 {16}
smsp__sass_inst_executed_memdesc_explicit_hitprop_evict_normal_demote [inst],0 {16}
smsp__sass_inst_executed_memdesc_explicit_missprop_evict_first [inst],0 {16}
smsp__sass_inst_executed_memdesc_explicit_missprop_evict_normal [inst],0 {16}
smsp__sass_inst_executed_op_dshared.sum [inst],524288
smsp__sass_inst_executed_op_dshared.sum.pct_of_peak_sustained_elapsed [%],0.08
smsp__sass_inst_executed_op_dshared_atom.sum [inst],0
smsp__sass_inst_executed_op_dshared_ld.sum [inst],0
smsp__sass_inst_executed_op_dshared_redas.sum [inst],0
smsp__sass_inst_executed_op_dshared_st.sum [inst],0
smsp__sass_inst_executed_op_dshared_stas.sum [inst],524288
smsp__sass_inst_executed_op_dshared_tma_red.sum [inst],0
smsp__sass_inst_executed_op_dshared_tma_st.sum [inst],0
smsp__sass_inst_executed_op_global_ld.sum [inst],0
smsp__sass_inst_executed_op_global_st.sum [inst],2097152
smsp__sass_inst_executed_op_local_ld.sum [inst],0
smsp__sass_inst_executed_op_local_st.sum [inst],0
smsp__sass_inst_executed_op_shared.sum [inst],2815564
smsp__sass_inst_executed_op_shared.sum.pct_of_peak_sustained_elapsed [%],0.45
smsp__sass_inst_executed_op_shared_gmma.sum [inst],0
smsp__sass_inst_executed_op_shared_gmma.sum.pct_of_peak_sustained_elapsed [%],0
smsp__sass_inst_executed_op_shared_ld.sum [inst],2815564
smsp__sass_inst_executed_op_shared_st.sum [inst],0
smsp__sass_inst_executed_op_tma_ld.sum [inst],0
smsp__sass_inst_executed_op_tma_red.sum [inst],0
smsp__sass_inst_executed_op_tma_st.sum [inst],0
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum,8388608
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts.sum.pct_of_peak_sustained_elapsed [%],1.35
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts_cache_access.sum,8388608
smsp__sass_l1tex_data_pipe_lsu_wavefronts_mem_shared_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed [%],1.35
smsp__sass_l1tex_m_xbar2l1tex_read_sectors_mem_global_op_ldgsts_cache_bypass.sum [sector],0
smsp__sass_l1tex_m_xbar2l1tex_read_sectors_mem_global_op_ldgsts_cache_bypass.sum.pct_of_peak_sustained_elapsed [%],0
smsp__sass_thread_inst_executed_op_dadd_pred_on.avg.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dadd_pred_on.max.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dadd_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dadd_pred_on.sum.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dfma_pred_on.avg.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dfma_pred_on.max.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dfma_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dfma_pred_on.sum.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dmul_pred_on.avg.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dmul_pred_on.max.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dmul_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_dmul_pred_on.sum.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fadd_pred_on.avg.per_cycle_elapsed [inst/cycle],1.00
smsp__sass_thread_inst_executed_op_fadd_pred_on.max.per_cycle_elapsed [inst/cycle],66.20
smsp__sass_thread_inst_executed_op_fadd_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fadd_pred_on.sum.per_cycle_elapsed [inst/cycle],529.58
smsp__sass_thread_inst_executed_op_ffma_pred_on.avg.per_cycle_elapsed [inst/cycle],0.86
smsp__sass_thread_inst_executed_op_ffma_pred_on.max.per_cycle_elapsed [inst/cycle],56.87
smsp__sass_thread_inst_executed_op_ffma_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_ffma_pred_on.sum.per_cycle_elapsed [inst/cycle],454.94
smsp__sass_thread_inst_executed_op_fmul_pred_on.avg.per_cycle_elapsed [inst/cycle],0.88
smsp__sass_thread_inst_executed_op_fmul_pred_on.max.per_cycle_elapsed [inst/cycle],57.76
smsp__sass_thread_inst_executed_op_fmul_pred_on.min.per_cycle_elapsed [inst/cycle],0
smsp__sass_thread_inst_executed_op_fmul_pred_on.sum.per_cycle_elapsed [inst/cycle],462.05
smsp__thread_inst_executed_per_inst_executed.ratio,30.68
smsp__thread_inst_executed_pred_on_per_inst_executed.ratio,29.71
smsp__warps_active.avg.peak_sustained [warp],16
smsp__warps_active.avg.per_cycle_active [warp],3.81
smsp__warps_active.max.peak_sustained [warp],16
smsp__warps_active.max.per_cycle_active [warp],3.84
smsp__warps_active.min.peak_sustained [warp],16
smsp__warps_active.min.per_cycle_active [warp],3.78
smsp__warps_active.sum.peak_sustained [warp],8448
smsp__warps_active.sum.per_cycle_active [warp],2011.96
smsp__warps_eligible.avg.per_cycle_active [warp],0.44
smsp__warps_eligible.max.per_cycle_active [warp],0.45
smsp__warps_eligible.min.per_cycle_active [warp],0.42
smsp__warps_eligible.sum.per_cycle_active [warp],230.82
thread_inst_executed [inst],5280946840 {929}
thread_inst_executed_true [inst],5104106624 {929}
